make,model,year,mileage_km,engine_cc,auction_grade,winning_bid_jpy,auction_date
Porsche,911 Carrera,2023,9973,3500,5.2,5428633,2025-08-02
Lexus,LX 600,2019,49831,3500,3.8,2633123,2024-01-17
Mitsubishi,Pajero,2018,73560,1500,3.0,500000,2023-10-08
Mazda,CX-5,2019,54781,2500,4.2,527167,2024-03-01
Lexus,GX 460,2016,74463,2000,3.2,1707808,2024-06-20
Nissan,X-Trail,2021,34395,2000,3.5,1159229,2023-12-28
Mazda,CX-5,2024,1000,2000,5.3,3010189,2025-09-25
Subaru,Forester,2023,9541,1500,4.7,1620774,2023-10-26
Toyota,Prado,2023,17258,2500,4.7,2119978,2025-05-12
Honda,Accord,2016,69840,2000,3.9,500000,2024-05-01
Subaru,Outback,2021,30700,2000,3.6,625198,2024-05-31
Honda,Accord,2021,34784,1500,4.3,1313344,2025-02-01
Mitsubishi,Lancer Evolution,2022,24688,2000,4.7,1208594,2025-06-04
Toyota,Land Cruiser,2023,8845,3500,4.6,2671893,2024-02-14
Honda,CR-V,2015,126239,2000,3.4,500000,2023-11-20
Mazda,CX-5,2023,7364,2000,5.2,1798725,2024-07-10
Honda,Accord,2024,2408,2500,4.7,913849,2023-10-23
Lexus,NX,2021,42713,2500,3.9,2252902,2024-07-30
Honda,CR-V,2019,67603,3000,3.6,840147,2024-12-24
Honda,CR-V,2021,37031,2000,3.9,1482900,2025-07-25
Toyota,Land Cruiser 300,2023,4743,4500,4.5,7469026,2023-11-05
Subaru,Forester,2023,13776,1500,4.4,2336753,2024-02-06
Lexus,NX,2021,31243,3000,3.9,5257953,2024-11-23
Mazda,CX-5,2019,60861,2500,2.7,513190,2023-10-28
Porsche,Cayenne,2017,71351,2000,3.8,1867236,2023-11-20
Mitsubishi,Lancer Evolution,2021,29424,2000,5.2,1156751,2025-06-01
Mazda,RX-7,2022,27421,2000,4.6,1476949,2025-07-25
Lexus,NX,2016,82123,2500,2.9,1260672,2023-12-10
Porsche,911 Carrera,2020,48617,3000,4.2,3778594,2025-04-02
Honda,Accord,2023,8373,2500,4.2,834467,2023-12-27
Lexus,NX,2022,26735,2000,4.4,4546958,2024-12-09
Mazda,CX-5,2022,26097,1500,5.0,2413478,2024-10-13
Mitsubishi,Outlander,2021,24148,2000,5.2,1101176,2024-05-14
Mitsubishi,Pajero,2017,72152,2500,3.1,500000,2024-11-09
Subaru,WRX STI,2021,38012,2000,3.5,1262183,2024-04-01
Subaru,WRX STI,2017,70932,2500,3.0,500000,2024-11-26
Subaru,Forester,2019,68949,2000,3.0,813354,2025-02-05
Porsche,Cayenne,2015,101493,2000,2.7,845628,2023-10-16
Subaru,Outback,2021,37689,2000,3.9,525728,2025-04-06
Toyota,Land Cruiser,2016,104577,4500,3.9,1213805,2025-06-02
Subaru,Forester,2022,24192,2500,4.8,1001390,2024-08-09
Mazda,CX-5,2018,53923,2500,3.1,769897,2025-07-03
Mazda,CX-5,2020,58738,2500,4.1,1189231,2025-01-08
Mazda,RX-7,2019,53753,2000,4.0,774580,2025-07-08
Nissan,Patrol,2016,101321,4500,3.1,500000,2024-10-22
Toyota,Land Cruiser 300,2019,57415,3500,3.8,2903979,2024-09-10
Honda,CR-V,2020,53367,2500,4.0,1475580,2025-09-29
Honda,NSX,2023,5796,3000,5.0,2090524,2025-04-01
Mitsubishi,Lancer Evolution,2021,39810,2500,3.7,1410236,2024-10-23
Nissan,X-Trail,2020,40312,2500,4.0,600187,2024-09-21
Mazda,CX-9,2021,28956,2500,4.9,1877896,2025-07-26
Toyota,Prado,2017,56063,1500,2.5,500000,2024-01-15
Nissan,GT-R R35,2022,22875,3800,5.1,6171522,2023-10-20
Porsche,911 Carrera,2023,10607,3500,4.2,7436872,2025-09-05
Subaru,WRX STI,2022,21485,2500,4.7,2390682,2025-02-20
Porsche,Macan,2018,80184,2500,2.8,2382166,2024-11-20
Mitsubishi,Lancer Evolution,2015,99346,2000,4.0,500000,2025-01-16
Mitsubishi,Outlander,2024,1000,2000,4.7,2549962,2025-01-22
Porsche,Cayenne,2019,57690,1500,3.7,3826102,2023-12-03
Honda,NSX,2022,26321,3500,5.3,1775970,2024-03-22
Toyota,Land Cruiser 200,2018,77706,3500,2.5,804850,2025-08-01
Honda,CR-V,2022,23037,2500,4.8,1731980,2025-02-25
Lexus,LX 570,2017,77478,3500,3.4,2067111,2024-05-30
Toyota,Prado,2024,1000,2000,4.8,842947,2024-11-14
Subaru,WRX STI,2017,87672,2000,3.7,752479,2024-06-13
Mazda,CX-5,2021,34633,1500,3.9,682450,2025-02-06
Lexus,LX 570,2023,9433,4500,5.0,7387700,2024-11-26
Mazda,CX-9,2015,79313,2000,2.8,500000,2024-06-25
Honda,CR-V,2016,69305,2000,2.5,500000,2023-10-25
Toyota,Land Cruiser 300,2022,24326,5700,4.4,5075489,2024-04-18
Mitsubishi,Lancer Evolution,2015,101093,2000,3.9,500000,2024-10-24
Mazda,RX-7,2022,23564,2000,5.4,3200871,2025-04-20
Porsche,Macan,2022,24807,2000,4.3,5234476,2024-08-26
Porsche,Cayenne,2021,29893,2500,4.9,3614553,2024-10-06
Porsche,911 Carrera,2020,53465,3500,3.5,2185156,2025-06-15
Mitsubishi,Pajero,2024,1000,2500,4.6,2180368,2024-01-17
Subaru,WRX STI,2024,1000,2000,4.6,3388324,2025-01-16
Honda,CR-V,2022,28782,2500,4.4,1645258,2025-05-11
Subaru,WRX STI,2021,37857,2500,4.4,2128366,2025-10-04
Mitsubishi,Outlander,2023,16027,2000,5.0,2378297,2024-12-13
Subaru,Outback,2021,40206,2000,3.9,882305,2024-03-22
Nissan,Patrol,2018,56039,3500,3.8,1067679,2024-03-17
Porsche,911 Carrera,2021,33999,3000,3.9,2942758,2024-08-09
Toyota,Land Cruiser 300,2018,54585,3500,3.8,3147422,2024-09-24
Mitsubishi,Outlander,2016,89394,2000,3.5,500000,2024-09-06
Honda,CR-V,2020,44966,2000,4.3,1559007,2025-09-11
Toyota,Prado,2022,21298,2000,5.4,836207,2025-08-19
Nissan,GT-R R35,2020,55838,3000,4.4,2400698,2025-05-26
Mitsubishi,Outlander,2024,1000,1500,4.2,987762,2025-08-31
Nissan,GT-R R35,2021,43532,3800,3.7,2352477,2024-02-24
Porsche,Macan,2021,37851,2500,3.5,3246247,2024-12-08
Mitsubishi,Lancer Evolution,2021,21096,2000,5.4,1525285,2025-01-20
Toyota,Land Cruiser 300,2022,22759,3500,4.4,4618201,2024-05-02
Lexus,LX 570,2020,40461,3500,3.9,2596146,2025-01-26
Mazda,CX-5,2023,14757,2500,4.4,2137657,2024-07-23
Lexus,LX 570,2019,47955,4500,4.3,3466951,2024-04-30
Lexus,GX 460,2021,22788,3000,5.4,6227678,2024-07-06
Toyota,Land Cruiser 300,2021,26472,4500,4.4,3865647,2025-09-26
Mitsubishi,Outlander,2021,31901,2000,3.7,842734,2025-01-05
Porsche,Macan,2021,34207,2000,3.7,4896307,2024-09-04
Porsche,Macan,2018,91439,3000,3.3,2597779,2024-11-11
Lexus,GX 460,2023,3744,2500,4.3,4036998,2025-03-01
Mazda,CX-5,2018,72073,2000,2.8,500000,2024-02-03
Mazda,RX-7,2022,24135,2000,5.1,2647870,2025-07-18
Lexus,NX,2022,26779,1500,4.2,5779394,2025-05-06
Nissan,X-Trail,2021,39769,1500,4.3,1513355,2024-10-06
Honda,NSX,2016,84631,3500,2.6,500000,2024-09-26
Mitsubishi,Outlander,2023,6793,3000,4.5,690453,2025-05-27
Nissan,GT-R R35,2020,37219,3800,4.1,2674174,2024-02-12
Lexus,LX 570,2019,51704,5700,3.6,3195617,2025-04-09
Toyota,Land Cruiser 200,2019,39814,3500,4.5,2004938,2024-03-05
Nissan,Patrol,2023,13126,5700,5.1,1905667,2024-08-25
Toyota,Land Cruiser 300,2023,6155,3500,5.3,4437533,2024-01-09
Mitsubishi,Pajero,2024,1604,1500,5.4,1627836,2024-02-11
Nissan,Patrol,2019,69551,4500,3.5,502583,2023-10-30
Nissan,GT-R R35,2022,26030,3800,4.2,5091196,2024-04-24
Nissan,Patrol,2023,8625,5700,4.2,1948747,2024-06-07
Porsche,Cayenne,2021,22409,2500,5.5,7162291,2024-01-09
Honda,NSX,2020,55090,3500,4.3,828759,2024-03-14
Porsche,Macan,2023,13407,2000,4.1,3824224,2025-04-27
Subaru,WRX STI,2020,34842,2500,3.8,1525170,2024-06-22
Porsche,911 Carrera,2024,1005,3000,4.7,7798336,2023-12-09
Lexus,GX 460,2019,51351,2000,4.2,4082111,2025-06-20
Honda,CR-V,2019,49160,2500,3.8,500000,2025-01-13
Lexus,GX 460,2024,3092,2000,5.0,7353694,2024-01-04
Lexus,LX 570,2020,39578,5700,4.2,3991236,2025-06-15
Mitsubishi,Pajero,2019,58348,1500,4.2,1020940,2023-10-28
Subaru,WRX STI,2024,1000,2500,4.7,3389662,2024-01-16
Honda,Accord,2020,54255,2000,4.5,1129094,2023-10-27
Honda,Accord,2024,1000,2000,5.2,2946230,2024-04-08
Toyota,Land Cruiser 300,2022,28172,4500,4.8,7251922,2025-07-05
Toyota,Land Cruiser,2022,27052,4500,4.0,2378321,2025-06-08
Toyota,Land Cruiser 200,2023,15055,3500,4.8,2739732,2025-08-10
Mitsubishi,Pajero,2021,46945,2000,4.0,989290,2024-06-01
Honda,CR-V,2024,1000,2500,4.4,2559544,2024-09-08
Mitsubishi,Lancer Evolution,2022,15335,2000,4.7,1410686,2024-04-30
Mitsubishi,Outlander,2020,57965,2500,3.8,1176947,2024-08-04
Honda,CR-V,2020,34871,2000,3.5,1295179,2024-02-18
Subaru,Outback,2020,34852,1500,4.1,1240892,2025-07-13
Subaru,Forester,2019,69868,3000,3.0,527917,2024-01-27
Porsche,Cayenne,2021,34430,2000,4.3,3364470,2025-08-26
Nissan,GT-R R35,2024,1000,3500,4.0,3615866,2023-10-14
Mazda,CX-5,2017,71173,2000,3.1,500000,2025-04-08
Mitsubishi,Lancer Evolution,2020,44517,2000,3.9,1370481,2025-01-26
Subaru,WRX STI,2020,34957,2000,4.4,1263908,2024-11-02
Mitsubishi,Lancer Evolution,2020,39112,2000,4.0,539333,2025-09-14
Honda,Accord,2019,54020,2000,3.8,633804,2024-10-20
Honda,Accord,2019,45933,2500,3.9,615339,2024-09-11
Mazda,CX-9,2024,4815,2000,4.4,2165460,2024-11-13
Nissan,GT-R R35,2022,25405,3500,4.7,4748566,2024-09-02
Porsche,Cayenne,2020,39650,2000,3.6,3337937,2025-03-10
Nissan,X-Trail,2020,31423,1500,3.8,883077,2024-08-26
Honda,Accord,2018,52360,2500,4.0,684226,2024-03-31
Mitsubishi,Pajero,2017,71579,2500,2.7,562459,2023-11-14
Lexus,GX 460,2018,69017,3000,3.8,2247402,2025-01-09
Honda,NSX,2022,24437,3500,5.4,2534035,2025-04-08
Nissan,Patrol,2016,108840,3500,3.5,500000,2024-01-14
Toyota,Land Cruiser 200,2018,55055,3500,3.4,1134484,2025-09-23
Toyota,Prado,2020,46638,2000,4.3,1230919,2024-10-17
Mazda,CX-9,2015,112817,2500,3.9,500000,2024-05-16
Nissan,Patrol,2024,1000,3500,4.7,2172940,2024-10-11
Porsche,911 Carrera,2024,3961,3500,4.8,4772045,2023-10-28
Lexus,NX,2023,14894,2000,4.1,3698564,2025-04-25
Porsche,Cayenne,2019,70354,2000,2.6,1764640,2024-07-23
Mitsubishi,Lancer Evolution,2021,23639,2000,4.7,1922833,2023-11-07
Lexus,LX 600,2024,1405,3500,4.4,5017973,2025-08-12
Nissan,GT-R R35,2015,84651,3000,2.8,649471,2024-04-16
Mazda,CX-5,2022,19564,2500,4.9,1337232,2025-03-17
Mazda,CX-9,2024,1000,1500,4.5,982264,2025-03-07
Mitsubishi,Lancer Evolution,2022,31346,2000,4.4,936782,2024-07-25
Lexus,GX 460,2019,66464,2000,3.9,1795539,2024-02-12
Porsche,Cayenne,2024,4973,2000,5.3,9915060,2024-08-01
Toyota,Land Cruiser 300,2021,41637,5700,4.2,5198510,2024-09-18
Nissan,X-Trail,2022,24171,2500,4.4,1565048,2025-07-25
Lexus,GX 460,2021,39103,2500,3.8,4989633,2024-02-21
Lexus,NX,2016,97461,2500,3.9,1428456,2024-06-10
Mazda,RX-7,2017,105620,2000,3.9,649045,2024-11-21
Honda,NSX,2016,93254,3500,3.3,509105,2025-02-13
Subaru,Forester,2015,83820,2000,3.9,500000,2024-02-10
Mazda,CX-5,2017,85876,1500,3.9,827271,2024-10-05
Nissan,X-Trail,2017,67084,3000,3.4,616822,2024-04-24
Porsche,911 Carrera,2022,28406,3800,4.2,6215085,2025-01-30
Toyota,Land Cruiser 200,2024,1000,4500,5.2,3210508,2023-10-12
Mazda,RX-7,2021,39574,2500,3.8,2137558,2024-02-29
Nissan,Patrol,2015,130476,4500,3.6,500000,2024-04-06
Nissan,GT-R R35,2020,45901,3500,4.2,3770214,2024-10-01
Toyota,Land Cruiser,2023,12197,3500,5.3,3286241,2025-05-24
Lexus,GX 460,2023,7848,2000,4.1,6500034,2024-03-24
Lexus,LX 600,2018,54019,3500,3.5,2619716,2025-07-02
Subaru,WRX STI,2017,72678,2500,2.7,692582,2024-12-23
Honda,NSX,2020,39450,3500,4.2,1548392,2024-10-16
Porsche,Macan,2020,47233,2000,3.9,2138308,2024-04-03
Nissan,Patrol,2023,17911,3500,5.5,2756063,2024-08-17
Mazda,RX-7,2024,1000,2500,4.1,2344339,2025-03-02
Honda,NSX,2021,41960,3800,4.1,1554020,2024-09-13
Honda,Accord,2021,47157,2000,3.6,792864,2024-02-10
Honda,NSX,2023,17356,3500,4.5,2248463,2024-04-26
Honda,Accord,2024,1000,2500,4.4,1432635,2024-02-21
Mitsubishi,Outlander,2021,39017,2000,3.7,590902,2025-08-01
Honda,NSX,2022,30748,3800,3.5,1327927,2024-04-02
Mitsubishi,Pajero,2023,9132,2500,4.1,1447776,2024-04-06
Nissan,GT-R R35,2024,1000,3000,5.5,4822426,2023-12-19
Honda,Accord,2022,24573,2000,4.6,898980,2024-10-20
Honda,CR-V,2023,11566,2000,5.2,1708598,2024-11-29
Mitsubishi,Pajero,2020,51846,2500,3.8,1368280,2024-05-05
Toyota,Land Cruiser 300,2018,64226,3500,3.7,3083530,2025-02-14
Nissan,Patrol,2015,91184,4500,3.3,500000,2024-06-23
Toyota,Land Cruiser,2020,53611,3500,4.1,2129818,2024-12-17
Honda,NSX,2022,12787,3800,5.0,2013798,2025-01-30
Porsche,Cayenne,2019,58517,1500,4.0,4269809,2025-06-09
Porsche,Cayenne,2023,7119,2500,4.2,7501073,2024-01-31
Subaru,Outback,2022,20292,1500,4.8,932789,2023-11-12
Toyota,Land Cruiser 200,2016,82718,3500,3.2,710309,2025-03-18
Mitsubishi,Outlander,2021,34382,1500,3.8,778259,2024-08-20
Lexus,NX,2021,28631,3000,4.3,3973250,2024-04-12
Toyota,Land Cruiser 300,2018,79535,3500,3.6,1719698,2025-09-30
Lexus,NX,2015,114586,2500,2.6,743224,2024-08-31
Toyota,Land Cruiser 300,2018,74882,5700,3.0,2032512,2024-10-13
Subaru,Outback,2018,51682,2500,3.1,616379,2025-04-19
Lexus,NX,2022,19173,2500,4.6,4273086,2024-09-30
Lexus,LX 570,2021,41714,5700,4.4,5805911,2024-08-26
Nissan,GT-R R35,2018,84687,3500,3.1,2224744,2023-12-15
Toyota,Land Cruiser,2017,92218,3500,3.7,986656,2025-02-07
Mitsubishi,Lancer Evolution,2021,43947,2000,4.3,1257144,2025-08-14
Nissan,X-Trail,2019,38500,2000,3.9,662985,2024-10-02
Mazda,CX-9,2016,83308,1500,2.9,500000,2024-01-10
Porsche,Macan,2018,65634,1500,3.9,1743150,2023-12-07
Porsche,911 Carrera,2022,16661,3500,4.6,4657592,2024-03-10
Lexus,GX 460,2023,5720,2500,4.6,4968647,2025-02-04
Mazda,RX-7,2023,11893,2500,4.9,2754893,2023-10-25
Toyota,Land Cruiser 200,2019,60149,3500,3.9,2070677,2024-08-09
Lexus,NX,2020,39076,3000,4.1,2938223,2025-05-13
Toyota,Land Cruiser 200,2024,1000,3500,5.0,3774969,2025-05-12
Toyota,Land Cruiser 200,2020,34656,4500,4.2,1363692,2023-12-25
Toyota,Land Cruiser 200,2024,1000,3500,4.3,4656359,2024-01-16
Toyota,Prado,2021,26401,2000,4.8,1687117,2025-01-08
Toyota,Land Cruiser 200,2018,80628,3500,2.8,982383,2024-07-05
Mitsubishi,Lancer Evolution,2023,7997,2500,5.5,1955557,2024-01-28
Mitsubishi,Outlander,2022,28702,1500,4.3,1131286,2024-09-24
Porsche,911 Carrera,2016,105615,3800,3.2,1314744,2024-03-05
Subaru,WRX STI,2015,76943,2000,3.9,500000,2024-10-31
Toyota,Land Cruiser 300,2021,32969,4500,3.7,3052748,2023-10-07
Mazda,RX-7,2021,23811,2000,5.2,1364396,2024-10-15
Toyota,Land Cruiser 300,2015,118219,3500,2.6,1116994,2025-04-09
Porsche,911 Carrera,2022,18267,3500,5.4,8355144,2024-06-01
Nissan,GT-R R35,2022,23480,3500,5.1,5202403,2024-10-30
Nissan,Patrol,2023,12402,3500,4.8,1753334,2024-08-25
Nissan,Patrol,2021,32071,3500,3.7,1021872,2025-06-02
Nissan,GT-R R35,2021,28554,3800,5.5,4097581,2025-08-08
Mitsubishi,Lancer Evolution,2023,13830,2000,5.5,1163604,2024-08-31
Mazda,CX-5,2022,22073,2500,4.4,1103276,2025-02-23
Porsche,Macan,2019,44219,2500,4.0,2257834,2024-08-16
Toyota,Prado,2018,68229,1500,3.4,925955,2024-11-16
Mitsubishi,Lancer Evolution,2019,60920,2500,3.9,1211436,2025-09-17
Lexus,LX 570,2020,54899,3500,4.3,2262888,2025-06-18
Toyota,Land Cruiser,2018,70617,3500,3.4,1366114,2025-01-28
Nissan,GT-R R35,2020,54167,3000,4.4,3624033,2024-08-03
Toyota,Land Cruiser 300,2020,33476,5700,4.0,3689774,2025-08-28
Nissan,Patrol,2021,45498,3500,3.8,778868,2023-10-16
Porsche,911 Carrera,2024,1000,3500,4.4,5710945,2024-08-22
Mitsubishi,Outlander,2022,26512,2000,5.2,1343950,2024-08-23
Lexus,NX,2023,9223,3000,4.2,6275928,2025-04-21
Lexus,GX 460,2023,7815,2000,4.5,4863413,2025-02-26
Mazda,CX-5,2017,98709,2000,2.9,500000,2025-08-02
Toyota,Prado,2024,2525,2500,5.1,2936941,2025-03-09
Mitsubishi,Pajero,2024,2029,1500,5.5,1082768,2024-05-09
Porsche,Cayenne,2020,43128,2000,3.9,4873431,2024-09-08
Lexus,LX 600,2023,14690,4500,4.1,3585972,2024-09-09
Lexus,GX 460,2024,4491,2000,5.5,10149021,2024-08-26
Toyota,Land Cruiser,2018,65886,3500,4.0,2191765,2025-07-23
Honda,Accord,2024,3768,1500,4.5,1148229,2024-04-29
Porsche,911 Carrera,2023,11146,3000,4.7,8415647,2023-11-09
Lexus,NX,2024,4671,2500,5.4,8292750,2025-04-05
Honda,CR-V,2022,26899,2000,5.1,2213109,2025-05-12
Toyota,Land Cruiser 200,2016,82586,3500,3.4,1171063,2023-12-28
Toyota,Land Cruiser 300,2015,134723,3500,2.6,695981,2024-11-19
Mitsubishi,Outlander,2015,115610,2500,3.5,500000,2024-11-23
Subaru,Forester,2018,84439,2500,3.9,865941,2024-02-04
Honda,NSX,2016,100993,3000,3.0,500000,2024-09-13
Toyota,Land Cruiser 200,2024,4496,3500,4.9,2556496,2025-03-21
Nissan,X-Trail,2023,14644,1500,4.3,1900283,2024-08-17
Mazda,CX-5,2020,53949,2500,3.9,1459508,2024-03-04
Mitsubishi,Lancer Evolution,2021,29154,2000,4.8,954848,2025-03-19
Mazda,RX-7,2018,56247,2500,3.6,684130,2024-05-25
Mazda,CX-5,2023,19738,2000,5.2,1442832,2024-03-28
Toyota,Prado,2024,1145,3000,4.0,715387,2024-09-18
Toyota,Land Cruiser,2021,26551,4500,5.2,3009623,2024-05-28
Lexus,LX 600,2022,20440,4500,4.9,4733905,2025-05-27
Lexus,LX 570,2023,9441,3500,5.1,7701088,2024-07-09
Porsche,Macan,2019,50901,2000,3.7,3656484,2024-08-31
Toyota,Prado,2024,1000,3000,4.6,914432,2025-01-16
Subaru,Outback,2017,87745,1500,3.9,542000,2024-04-09
Mazda,CX-5,2022,31876,2000,3.9,612606,2024-02-13
Toyota,Prado,2017,74791,2500,3.6,654620,2024-05-11
Honda,CR-V,2023,7470,2500,4.8,1842283,2024-06-22
Toyota,Land Cruiser 300,2024,1000,4500,4.2,5506931,2023-12-30
Nissan,Patrol,2017,73598,3500,3.8,768341,2025-04-19
Subaru,Forester,2019,52241,1500,3.9,875601,2024-02-23
Honda,CR-V,2015,106503,2000,3.5,500000,2024-11-08
Honda,NSX,2017,58347,3500,2.6,522970,2025-09-13
Honda,Accord,2022,16622,2000,5.0,1360366,2025-08-28
Mazda,CX-9,2019,44982,2000,4.2,1104573,2024-10-19
Mitsubishi,Lancer Evolution,2019,71110,2500,2.9,730268,2025-03-07
Mitsubishi,Outlander,2022,25389,2000,4.7,666452,2024-04-06
Toyota,Prado,2016,92429,1500,2.5,500000,2024-07-17
Lexus,GX 460,2021,20878,2000,4.9,5737921,2024-08-28
Mitsubishi,Lancer Evolution,2022,27866,2000,5.2,976256,2025-04-13
Porsche,911 Carrera,2021,41392,3500,3.9,3166436,2024-08-12
Toyota,Land Cruiser,2024,1000,3500,4.5,2648778,2025-03-06
Nissan,GT-R R35,2022,25362,3500,5.0,6641403,2024-04-19
Honda,NSX,2021,27129,3500,5.4,1421774,2024-08-22
Toyota,Prado,2023,14206,2000,4.0,1010552,2024-01-31
Porsche,Cayenne,2024,2497,2000,4.2,4427835,2025-05-10
Mitsubishi,Outlander,2024,1000,2000,5.3,3086178,2024-12-09
Toyota,Land Cruiser,2017,98997,4500,3.2,788604,2024-09-29
Toyota,Land Cruiser 300,2020,60368,4500,2.8,1472407,2024-09-30
Mitsubishi,Pajero,2024,1601,2000,5.3,1464996,2024-08-07
Lexus,LX 570,2020,44109,5700,3.7,2548439,2025-08-31
Mitsubishi,Lancer Evolution,2024,1000,2000,4.3,2334421,2024-08-19
Porsche,911 Carrera,2024,1000,3000,4.1,7918901,2024-11-03
Porsche,Macan,2020,30266,2000,4.0,2456305,2025-08-02
Mitsubishi,Lancer Evolution,2022,17565,2500,5.2,1502760,2025-08-07
Toyota,Land Cruiser 300,2024,1000,3500,5.5,6332051,2025-09-20
Toyota,Land Cruiser,2020,62416,4500,3.3,1961320,2025-03-18
Toyota,Land Cruiser,2019,53056,4500,3.8,2341114,2025-03-25
Nissan,Patrol,2017,79150,3500,2.5,500000,2025-06-27
Mazda,CX-5,2024,1000,3000,4.7,1738041,2025-04-26
Porsche,Cayenne,2019,66986,3000,3.5,1679759,2024-12-09
Mazda,CX-5,2022,24782,2500,5.4,2133481,2023-12-21
Subaru,Forester,2018,75107,2000,2.6,645604,2023-10-29
Toyota,Land Cruiser 300,2015,95349,4500,3.8,1772590,2024-04-30
Subaru,Forester,2016,100302,2000,2.9,500000,2025-07-28
Mazda,CX-9,2018,78510,2000,2.6,590451,2025-05-09
Subaru,Outback,2022,26672,2000,4.4,2035259,2024-11-07
Subaru,Forester,2017,93907,3000,2.6,554686,2025-01-16
Honda,Accord,2019,68410,2500,3.9,901382,2025-01-18
Mazda,CX-9,2022,22780,3000,4.9,1605130,2025-05-19
Mitsubishi,Pajero,2016,60841,1500,3.6,500000,2025-04-24
Subaru,Outback,2019,71093,2000,3.7,674024,2024-11-03
Porsche,Cayenne,2016,83795,1500,3.4,1490058,2024-08-04
Mazda,CX-5,2022,21046,1500,5.1,1224505,2023-11-15
Toyota,Prado,2022,19758,2500,5.3,1372805,2023-10-27
Porsche,Macan,2022,21595,2000,4.2,6282501,2024-12-30
Mitsubishi,Pajero,2020,43401,1500,4.4,1146487,2024-12-02
Mazda,CX-5,2019,67433,2000,3.1,664507,2025-09-03
Honda,NSX,2024,1000,3500,4.1,3173244,2023-12-14
Lexus,GX 460,2023,13199,2500,4.2,5851968,2024-07-06
Lexus,LX 570,2023,6175,3500,4.4,6926257,2024-01-14
Subaru,Outback,2019,70231,2500,3.8,862757,2023-12-26
Subaru,Forester,2019,53665,1500,4.4,861008,2023-10-25
Subaru,Outback,2023,17840,2500,4.1,1758854,2023-11-27
Subaru,WRX STI,2018,75730,2500,3.9,802017,2024-11-26
Toyota,Land Cruiser,2020,61929,4500,3.3,1469068,2025-09-18
Lexus,LX 600,2019,48016,3500,4.0,3848853,2023-12-28
Honda,NSX,2016,77784,3500,3.2,534013,2023-12-19
Nissan,X-Trail,2019,53877,2500,4.0,932131,2025-02-17
Nissan,Patrol,2015,84752,3500,2.9,500000,2025-05-20
Mazda,CX-5,2019,49685,2500,3.8,1235941,2024-04-11
Toyota,Prado,2021,37782,2500,4.5,732418,2024-01-19
Honda,CR-V,2020,50203,1500,4.1,531374,2025-04-22
Toyota,Land Cruiser 200,2020,52823,3500,4.1,2532889,2024-10-19
Porsche,911 Carrera,2024,1000,3800,4.4,5609279,2024-12-31
Lexus,LX 570,2021,34631,3500,3.5,4184379,2025-09-25
Lexus,LX 600,2024,4349,4500,4.8,8062677,2023-10-14
Lexus,NX,2018,66610,2000,3.2,2556183,2025-06-18
Lexus,NX,2022,24003,1500,5.1,4899087,2024-02-15
Toyota,Land Cruiser,2023,10343,4500,5.4,4784316,2025-08-08
Mazda,RX-7,2020,37811,2000,4.0,803276,2024-05-07
Nissan,Patrol,2019,51091,3500,4.3,1112477,2024-11-19
Subaru,Forester,2023,5215,2000,5.1,1979656,2025-07-27
Porsche,911 Carrera,2021,28439,3000,4.1,2598151,2024-01-31
Toyota,Land Cruiser,2019,70634,3500,3.2,1581354,2024-03-10
Mitsubishi,Outlander,2023,13878,2500,4.7,1830100,2023-11-19
Lexus,LX 570,2024,1000,3500,4.9,7599836,2024-08-19
Subaru,Forester,2023,10202,2000,4.4,790923,2024-03-30
Toyota,Land Cruiser 300,2023,17306,3500,4.1,3909805,2025-01-10
Toyota,Land Cruiser 300,2023,8831,3500,5.3,4234944,2025-09-04
Toyota,Land Cruiser 200,2024,2779,4500,4.1,2427712,2023-11-14
Nissan,X-Trail,2020,56736,2000,4.2,1199730,2024-09-27
Mazda,RX-7,2023,10039,2500,4.3,2981636,2025-05-25
Subaru,Outback,2023,18518,2000,4.1,1895868,2025-02-13
Lexus,LX 600,2023,17386,3500,5.0,7958866,2024-03-10
Subaru,Outback,2016,71184,2500,3.3,520248,2024-07-22
Lexus,NX,2021,34784,3000,4.4,3117117,2025-06-13
Porsche,911 Carrera,2023,13311,3000,4.7,5764092,2024-07-23
Mazda,CX-9,2016,75392,2000,3.9,641970,2024-06-27
Nissan,GT-R R35,2020,32976,3000,4.2,4841496,2025-04-12
Mazda,CX-9,2022,23913,3000,4.3,1077642,2025-02-17
Honda,Accord,2022,17294,2500,4.5,660645,2023-10-28
Mazda,RX-7,2021,32727,2000,4.1,1760550,2025-05-27
Lexus,LX 600,2021,40921,3500,4.0,5666498,2025-05-27
Mazda,RX-7,2018,71179,2500,3.1,650102,2024-01-01
Mitsubishi,Outlander,2018,73938,2500,3.6,500000,2025-02-13
Nissan,Patrol,2018,70872,3500,3.4,923678,2024-01-19
Porsche,911 Carrera,2023,17538,3500,5.5,4015784,2024-05-27
Subaru,Forester,2023,10843,1500,5.4,1653176,2024-01-08
Honda,Accord,2022,17175,2500,4.8,1655169,2025-08-12
Lexus,GX 460,2016,77637,1500,3.0,1260381,2025-06-14
Porsche,Cayenne,2020,34949,2500,3.9,4205215,2024-01-30
Porsche,911 Carrera,2024,1000,3000,4.5,3714847,2024-11-25
Honda,NSX,2024,1000,3800,5.0,1721534,2025-02-10
Mitsubishi,Outlander,2017,68180,2500,2.8,500000,2024-12-24
